,Car_Model,Type,Location,Car_Body_Type,Model_Year,Brand,Km Driven,Ownership,Fuel Type,RTO Office,Discounted_Car_Price,Baseline Price,Car_Type
961,Honda City,1.5L I-VTEC ZX CVTAutomatic,"GT World Mall, Bengaluru",Sedan,2018,Honda,41462,1ST OWNER,PETROL,KA-01,1012000,1102000,Automatic
962,Maruti Ciaz,DELTA 1.5 SHVS MT PETROLManual,"Bellahalli, Bengaluru",Sedan,2020,Maruti,40908,1ST OWNER,PETROL,KA-02,809000,851000,Manual
963,Toyota YARIS,G CVTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2018,Toyota,33425,1ST OWNER,PETROL,KA-51,794000,973000,Automatic
964,Maruti Dzire,ZXI PLUSManual,"Bellahalli, Bengaluru",Sedan,2017,Maruti,18097,1ST OWNER,PETROL,KA-04,720000,805000,Manual
965,Honda City,1.5L I-VTEC V MTManual,"Bellahalli, Bengaluru",Sedan,2016,Honda,32196,2ND OWNER,PETROL,KA-04,676000,737000,Manual
966,Skoda Rapid,STYLE 1.5 TDI ATAutomatic,Sonnappanahalli,Sedan,2016,Skoda,79546,2ND OWNER,DIESEL,KA-04,673000,673000,Automatic
967,Hyundai Xcent,SX AT 1.2 (O)Automatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2014,Hyundai,102196,1ST OWNER,PETROL,KA-01,420000,441000,Automatic
968,Hyundai Xcent,SX 1.2Manual,Sonnappanahalli,Sedan,2019,Hyundai,25887,1ST OWNER,PETROL,KA-63,688000,744000,Manual
969,Honda City,1.5L I-VTEC ZX CVT ANNIVERSARY EDITIONAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2018,Honda,59472,1ST OWNER,PETROL,KA-05,1049000,1114000,Automatic
970,Honda City,1.5L I-VTEC V MT 5TH GENManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2021,Honda,10949,1ST OWNER,PETROL,KA-02,1173000,1277000,Manual
971,Honda City,1.5L I-DTEC VManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2017,Honda,120409,1ST OWNER,DIESEL,KA-09,715000,791000,Manual
972,Honda City,1.5L I-VTEC VX CVTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2020,Honda,29708,1ST OWNER,PETROL,KA-50,1335000,1405000,Automatic
973,Maruti Swift Dzire,VXIManual,Sonnappanahalli,Sedan,2013,Maruti,54134,2ND OWNER,PETROL,KA-50,459000,494000,Manual
974,Hyundai Verna,1.6 VTVT SX (O) ATAutomatic,"Bellahalli, Bengaluru",Sedan,2018,Hyundai,30518,2ND OWNER,PETROL,KA-05,1026000,1092000,Automatic
975,Maruti Dzire,ZXI Plus AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Maruti,44270,2ND OWNER,PETROL,KA-51,657000,829000,Automatic
976,Honda City,1.5L I-VTEC V MTManual,"Horamavu Agara Road, Bengaluru",Sedan,2016,Honda,46275,1ST OWNER,PETROL,KA-04,723000,784000,Manual
977,Honda City,1.5L I-VTEC ZX CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2020,Honda,57963,1ST OWNER,PETROL,KA-03,1289600,1372000,Automatic
978,Honda City,1.5L I-VTEC VX CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2016,Honda,48698,2ND OWNER,PETROL,KA-51,762000,804000,Automatic
979,Honda City,1.5L I-VTEC VXManual,"Bellahalli, Bengaluru",Sedan,2018,Honda,39466,1ST OWNER,PETROL,KA-04,917000,955000,Manual
980,Maruti Dzire,VXI AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Maruti,16786,1ST OWNER,PETROL,KA-02,677000,751000,Automatic
981,Maruti Dzire,VXI AMTAutomatic,"Hosur Road, Singasandra, Bengaluru",Sedan,2018,Maruti,41998,1ST OWNER,PETROL,KA-01,634000,723000,Automatic
982,Honda City,1.5L I-VTEC ZX CVTAutomatic,Sonnappanahalli,Sedan,2020,Honda,96264,1ST OWNER,PETROL,KA-04,1214000,1281000,Automatic
983,Maruti Dzire,ZXI PLUS AMTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2019,Maruti,51801,1ST OWNER,PETROL,KA-51,753000,796000,Automatic
984,Hyundai Verna,1.6 VTVT SXManual,"GT World Mall, Bengaluru",Sedan,2017,Hyundai,32893,1ST OWNER,PETROL,KA-53,851000,893000,Manual
985,Maruti Dzire,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2017,Maruti,39070,1ST OWNER,PETROL,KA-03,666000,713000,Manual
986,Honda City,1.5L I-VTEC VX CVTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2021,Honda,39942,1ST OWNER,PETROL,KA-01,1299000,1469000,Automatic
987,Toyota YARIS,VX CVTAutomatic,"Garuda Mall, Magrath Road, Bengaluru",Sedan,2020,Toyota,22541,2ND OWNER,PETROL,KA-42,985000,1226000,Automatic
988,Hyundai Verna,SX (O) 1.5 CRDI ATAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2020,Hyundai,33437,1ST OWNER,DIESEL,KA-41,1520000,1677000,Automatic
989,Hyundai Verna,1.6 VTVT SX (O) ATAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Hyundai,29735,1ST OWNER,PETROL,KA-03,1041000,1104000,Automatic
990,Tata TIGOR,XZ PLUS PETROLManual,"Bellahalli, Bengaluru",Sedan,2018,Tata,40415,1ST OWNER,PETROL,KA-02,633000,657000,Manual
991,Hyundai Verna,SX (O) 1.5 VTVT IVTAutomatic,"Bellahalli, Bengaluru",Sedan,2021,Hyundai,8775,2ND OWNER,PETROL,KA-04,1433000,1479000,Automatic
992,Hyundai Verna,FLUIDIC 4S 1.6 VTVT SXManual,Sonnappanahalli,Sedan,2016,Hyundai,93059,2ND OWNER,PETROL,KA-03,635000,672000,Manual
993,Tata TIGOR,XZ PLUS PETROLManual,"Bellahalli, Bengaluru",Sedan,2020,Tata,32772,1ST OWNER,PETROL,KA-51,753000,777000,Manual
994,Volkswagen Vento,HIGHLINE PLUS 1.0L TSIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2020,Volkswagen,68303,2ND OWNER,PETROL,KA-09,1147000,1233000,Manual
995,Honda City,1.5L I-VTE V CVTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2017,Honda,120848,1ST OWNER,PETROL,KA-01,696000,832000,Automatic
996,Toyota YARIS,G CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2021,Toyota,33206,1ST OWNER,PETROL,KA-42,965000,1185000,Automatic
997,Maruti Dzire,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2020,Maruti,30466,1ST OWNER,PETROL,KA-04,705000,746000,Manual
998,Toyota YARIS,G MTManual,"Bellahalli, Bengaluru",Sedan,2021,Toyota,17875,2ND OWNER,PETROL,KA-42,959000,1177000,Manual
999,Toyota YARIS,G MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2021,Toyota,20754,1ST OWNER,PETROL,KA-41,1031000,1275000,Manual
1000,Hyundai AURA,SX 1.2Manual,"Bellahalli, Bengaluru",Sedan,2022,Hyundai,10843,1ST OWNER,PETROL,KA-51,844000,844000,Manual
1001,Volkswagen Vento,HIGHLINE DIESEL 1.6Manual,"Hosur Road, Singasandra, Bengaluru",Sedan,2011,Volkswagen,67264,3RD OWNER,DIESEL,KA-01,308000,308000,Manual
1002,Hyundai Verna,FLUIDIC 1.6 CRDI EXManual,"Bellahalli, Bengaluru",Sedan,2011,Hyundai,83667,2ND OWNER,DIESEL,KA-03,381000,396000,Manual
1003,Hyundai Verna,FLUIDIC 1.6 VTVT SXManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2011,Hyundai,38335,2ND OWNER,PETROL,KA-01,424000,449000,Manual
1004,Maruti Dzire,VDIManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2018,Maruti,78099,2ND OWNER,DIESEL,KA-06,711000,753000,Manual
1005,Maruti Dzire,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2018,Maruti,76303,1ST OWNER,PETROL,KA-02,601000,702000,Manual
1006,Hyundai Verna,FLUIDIC 1.6 CRDI SXManual,"Bellahalli, Bengaluru",Sedan,2013,Hyundai,57820,1ST OWNER,DIESEL,KA-05,569750,607000,Manual
1007,Maruti Dzire,VXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2019,Maruti,58998,1ST OWNER,PETROL,KA-36,617000,714000,Automatic
1008,Honda Amaze,1.2L I-VTEC EManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2014,Honda,45696,1ST OWNER,PETROL,KA-03,388000,410000,Manual
1009,Maruti Ciaz,DELTA DIESEL 1.3Manual,"Bellahalli, Bengaluru",Sedan,2017,Maruti,62840,1ST OWNER,DIESEL,KA-01,673000,717000,Manual
1010,Maruti Swift Dzire,LXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2012,Maruti,64302,1ST OWNER,PETROL,KA-04,394000,456000,Manual
1011,Skoda Rapid,AMBITION 1.5 TDIManual,"Bellahalli, Bengaluru",Sedan,2016,Skoda,64615,2ND OWNER,DIESEL,KA-03,552000,584000,Manual
1012,Hyundai Xcent,S 1.2Manual,"Hosur Road, Singasandra, Bengaluru",Sedan,2014,Hyundai,66486,1ST OWNER,PETROL,KA-19,402000,433000,Manual
1013,Hyundai Verna,FLUIDIC 1.6 CRDI SX OPTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2014,Hyundai,144771,2ND OWNER,DIESEL,KA-03,504000,548000,Manual
1014,Maruti Dzire,ZXI PLUS AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Maruti,69846,2ND OWNER,PETROL,KA-01,579000,701000,Automatic
1015,Honda City,1.5L I-VTEC SV CVTAutomatic,"Hosur Road, Singasandra, Bengaluru",Sedan,2015,Honda,115125,3RD OWNER,PETROL,KA-05,491000,616000,Automatic
1016,Maruti Swift Dzire,ZDIManual,"Bellahalli, Bengaluru",Sedan,2012,Maruti,100047,1ST OWNER,DIESEL,KA-51,495000,549000,Manual
1017,Maruti Swift Dzire,ZDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2012,Maruti,93338,3RD OWNER,DIESEL,KA-01,436000,518000,Manual
1018,Maruti Dzire,VXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2017,Maruti,89411,1ST OWNER,PETROL,KA-51,551000,658000,Automatic
1019,Tata Zest,XMS PETROLManual,"Bellahalli, Bengaluru",Sedan,2015,Tata,89051,1ST OWNER,PETROL,KA-41,414000,437000,Manual
1020,Honda City,1.5L I-DTEC SVManual,"Bellahalli, Bengaluru",Sedan,2015,Honda,104903,2ND OWNER,DIESEL,KA-03,556000,600000,Manual
1021,Hyundai Verna,FLUIDIC 1.6 VTVT EXManual,"Bellahalli, Bengaluru",Sedan,2013,Hyundai,62799,3RD OWNER,PETROL,KA-04,438000,459000,Manual
1022,Volkswagen Vento,HIGHLINE DIESEL 1.6Manual,"Bellahalli, Bengaluru",Sedan,2012,Volkswagen,137114,3RD OWNER,DIESEL,KA-06,354000,354000,Manual
1023,Maruti Swift Dzire,VDIManual,"Bellahalli, Bengaluru",Sedan,2010,Maruti,86543,3RD OWNER,DIESEL,KA-51,330000,361000,Manual
1024,Maruti Swift Dzire,LXIManual,"Bellahalli, Bengaluru",Sedan,2012,Maruti,38319,1ST OWNER,PETROL,KA-02,384000,422000,Manual
1025,Skoda Rapid,ELEGANCE 1.6 TDI MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2012,Skoda,82081,1ST OWNER,DIESEL,KA-51,416000,480000,Manual
1026,Honda Amaze,1.5L I-DTEC SManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2014,Honda,77710,2ND OWNER,DIESEL,KA-04,391000,410000,Manual
1027,Maruti Dzire,ZXI Plus AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Maruti,93533,1ST OWNER,PETROL,KA-03,585000,717000,Automatic
1028,Hyundai Verna,1.6 EX CRDIManual,"Bellahalli, Bengaluru",Sedan,2018,Hyundai,76073,1ST OWNER,DIESEL,KA-53,815000,847000,Manual
1029,Maruti Swift Dzire,VDIManual,"Bellahalli, Bengaluru",Sedan,2012,Maruti,77456,2ND OWNER,DIESEL,KA-05,441000,467000,Manual
1030,Maruti Swift Dzire,VDIManual,"Bellahalli, Bengaluru",Sedan,2010,Maruti,68502,2ND OWNER,DIESEL,KA-01,376000,406000,Manual
1031,Maruti Swift Dzire,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2013,Maruti,56927,1ST OWNER,PETROL,KA-19,434000,513000,Manual
1032,Honda Amaze,1.2L I-VTEC VXManual,"Horamavu Agara Road, Bengaluru",Sedan,2013,Honda,59067,2ND OWNER,PETROL,KA-53,388000,443000,Manual
1033,Maruti Ciaz,ZXIManual,"Bellahalli, Bengaluru",Sedan,2015,Maruti,86851,2ND OWNER,PETROL,KA-03,560000,607000,Manual
1034,Honda Amaze,1.5L I-DTEC SManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2014,Honda,80519,3RD OWNER,DIESEL,KA-50,384000,394000,Manual
1035,Maruti Swift Dzire,VDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2012,Maruti,87895,2ND OWNER,DIESEL,KA-03,442000,468000,Manual
1036,Honda City,1.5L I-VTEC S MTManual,Sonnappanahalli,Sedan,2012,Honda,60570,3RD OWNER,PETROL,KA-03,413000,437000,Manual
1037,Tata TIGOR,XZ PLUS PETROLManual,"GT World Mall, Bengaluru",Sedan,2018,Tata,39682,2ND OWNER,PETROL,KA-04,598000,631000,Manual
1038,Maruti Swift Dzire,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2010,Maruti,73236,2ND OWNER,PETROL,KA-01,334000,355000,Manual
1039,Hyundai Verna,FLUIDIC 1.6 CRDI SXManual,"Horamavu Agara Road, Bengaluru",Sedan,2013,Hyundai,81959,1ST OWNER,DIESEL,KA-01,528000,539000,Manual
1040,Maruti Swift Dzire,ZDI AMTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Maruti,31093,1ST OWNER,DIESEL,KA-05,691000,721000,Automatic
1041,Volkswagen Ameo,HIGHLINE1.2LManual,"Horamavu Agara Road, Bengaluru",Sedan,2016,Volkswagen,142245,2ND OWNER,PETROL,KA-51,431000,464000,Manual
1042,Toyota YARIS,J CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2020,Toyota,8828,1ST OWNER,PETROL,KA-51,882000,1071000,Automatic
1043,Volkswagen Ameo,HIGHLINE1.2L PLUS 16 ALLOYManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2018,Volkswagen,35791,1ST OWNER,PETROL,KA-04,628000,665000,Manual
1044,Maruti Swift Dzire,VDI ABSManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Maruti,52030,1ST OWNER,DIESEL,KA-06,732000,762000,Manual
1045,Skoda Rapid,1.5 TDI AT Ambition PlusAutomatic,"Bellahalli, Bengaluru",Sedan,2015,Skoda,93424,2ND OWNER,DIESEL,KA-01,515000,564000,Automatic
1046,Skoda Rapid,1.5 TDI CR ELEGANCE ATAutomatic,"Bellahalli, Bengaluru",Sedan,2015,Skoda,107208,1ST OWNER,DIESEL,KA-51,511000,534000,Automatic
1047,Honda Civic,1.8L I-VTEC VX CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2019,Honda,63710,1ST OWNER,PETROL,KA-52,1574000,1660000,Automatic
1048,Maruti Ciaz,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Maruti,55437,2ND OWNER,PETROL,KA-03,641000,767000,Manual
1049,Honda City,1.5L I-VTEC V MTManual,"Horamavu Agara Road, Bengaluru",Sedan,2016,Honda,58808,2ND OWNER,PETROL,KA-04,651000,798000,Manual
1050,Tata Zest,XMA F-TRONIC DIESELAutomatic,"Hosur Road, Singasandra, Bengaluru",Sedan,2015,Tata,116242,1ST OWNER,DIESEL,KA-02,407000,475000,Automatic
1051,Maruti Swift Dzire,VXI (O) ATAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2016,Maruti,31458,2ND OWNER,PETROL,KA-03,555000,611000,Automatic
1052,Maruti Dzire,VDI AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Maruti,67184,1ST OWNER,DIESEL,KA-03,647000,733000,Automatic
1053,Maruti Dzire,VDI AMTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2017,Maruti,112566,2ND OWNER,DIESEL,KA-05,645000,690000,Automatic
1054,Maruti Swift Dzire,ZXIManual,"Bellahalli, Bengaluru",Sedan,2011,Maruti,65961,3RD OWNER,PETROL,KA-32,359000,386000,Manual
1055,Maruti Swift Dzire,ZDI AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Maruti,88411,1ST OWNER,DIESEL,KA-02,691000,717000,Automatic
1056,Honda City,1.5L I-VTEC S MTManual,"Horamavu Agara Road, Bengaluru",Sedan,2011,Honda,34400,1ST OWNER,PETROL,KA-03,412000,412000,Manual
1057,Honda City,1.5L I-VTEC V MT 4TH GENManual,"GT World Mall, Bengaluru",Sedan,2021,Honda,13006,1ST OWNER,PETROL,KA-53,949000,949000,Manual
1058,Toyota Innova Crysta,2.4 VX 7 STRManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Toyota,35154,1ST OWNER,DIESEL,DL-10,1661000,1661000,Manual
1059,Maruti Ertiga,VDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2012,Maruti,101087,1ST OWNER,DIESEL,KA-04,618000,642000,Manual
1060,Maruti Ertiga,VXIManual,"Hosur Road, Singasandra, Bengaluru",SUV,2016,Maruti,75759,2ND OWNER,PETROL,KA-52,714000,742000,Manual
1061,Maruti Vitara Brezza,ZDIManual,"Bellahalli, Bengaluru",SUV,2017,Maruti,68244,1ST OWNER,DIESEL,KA-03,894000,902000,Manual
1062,Maruti XL6,ZETA MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Maruti,10162,1ST OWNER,PETROL,KA-51,1190000,1242000,Manual
1063,Mahindra Kuv100,K6 D 6 STRManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2016,Mahindra,23017,1ST OWNER,DIESEL,KA-04,491000,491000,Manual
1064,Ford Ecosport,TREND 1.5L PETROLManual,"Bellahalli, Bengaluru",SUV,2016,Ford,41491,1ST OWNER,PETROL,KA-03,692000,724000,Manual
1065,Hyundai Creta,SX AT 1.6 DIESELAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2019,Hyundai,80463,1ST OWNER,DIESEL,KA-04,1301000,1412000,Automatic
1066,Maruti Vitara Brezza,VDIManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Maruti,54840,1ST OWNER,DIESEL,KA-04,776000,814000,Manual
1067,Ford Ecosport,TITANIUM 1.5L DIESEL (OPT)Manual,"Bellahalli, Bengaluru",SUV,2014,Ford,124257,1ST OWNER,DIESEL,KA-01,552000,571000,Manual
1068,KIA SELTOS,HTK PLUS 1.5 IMTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,KIA,7506,1ST OWNER,PETROL,KA-01,1273000,1273000,Manual
1069,Toyota URBAN CRUISER,PREMIUM GRADE ATAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Toyota,4670,1ST OWNER,PETROL,KA-03,1214000,1266000,Automatic
1070,Hyundai Creta,SX AT 1.6 PETROLAutomatic,"Bellahalli, Bengaluru",SUV,2019,Hyundai,29116,2ND OWNER,PETROL,KA-51,1217000,1270000,Automatic
1071,Maruti Vitara Brezza,ZDI PLUSManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Maruti,50056,1ST OWNER,DIESEL,KA-03,884000,890000,Manual
1072,Renault Duster,85 PS RXS MT DIESELManual,"Bellahalli, Bengaluru",SUV,2017,Renault,82851,2ND OWNER,DIESEL,KA-02,725000,766000,Manual
1073,Ford Ecosport,TREND+ 1.5L DIESELManual,Sonnappanahalli,SUV,2016,Ford,99776,1ST OWNER,DIESEL,KA-05,648000,679000,Manual
1074,Mahindra XUV 3OO,W8 1.2 PETROLManual,"GT World Mall, Bengaluru",SUV,2020,Mahindra,45751,3RD OWNER,PETROL,KA-27,821000,830000,Manual
1075,Ford Ecosport,TITANIUM 1.5L PETROL ATAutomatic,"Hosur Road, Singasandra, Bengaluru",SUV,2016,Ford,39441,2ND OWNER,PETROL,KA-05,648000,745000,Automatic
1076,Tata NEXON,XZ+ 1.5Manual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Tata,67271,1ST OWNER,DIESEL,KA-05,821000,1010000,Manual
1077,Maruti Ertiga,VXIManual,"GT World Mall, Bengaluru",SUV,2017,Maruti,62538,1ST OWNER,PETROL,KA-03,806000,812000,Manual
1078,Tata NEXON,XZA PLUS PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Tata,11975,1ST OWNER,PETROL,KA-05,929000,950000,Automatic
1079,Ford Ecosport,AMBIENTE 1.5L PETROLManual,Sonnappanahalli,SUV,2017,Ford,40031,2ND OWNER,PETROL,HR-13,660000,660000,Manual
1080,Hyundai Creta,E PLUS 1.6 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Hyundai,36540,1ST OWNER,PETROL,KA-12,881000,890000,Manual
1081,Hyundai Creta,1.6 SX PLUS PETROLManual,"Bellahalli, Bengaluru",SUV,2018,Hyundai,25434,2ND OWNER,PETROL,KA-41,1017000,1267000,Manual
1082,Volkswagen TAIGUN,GT 1.5 TSI MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Volkswagen,16255,1ST OWNER,PETROL,KA-55,1538000,1575000,Manual
1083,Hyundai VENUE,SX PLUS 1.0 TURBO DCTAutomatic,"Hosur Road, Singasandra, Bengaluru",SUV,2019,Hyundai,117010,1ST OWNER,PETROL,KA-05,869000,938000,Automatic
1084,Honda WR-V,1.5L I-DTEC VX MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Honda,82084,1ST OWNER,DIESEL,KA-13,699000,799000,Manual
1085,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Bellahalli, Bengaluru",SUV,2015,Hyundai,51166,2ND OWNER,PETROL,KA-05,801000,840000,Manual
1086,KIA SELTOS,GTK 1.4 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,KIA,36307,1ST OWNER,PETROL,KA-41,1209000,1271000,Manual
1087,Ford FREESTYLE,TITANIUM 1.2 PETROLManual,"Bellahalli, Bengaluru",SUV,2018,Ford,38995,3RD OWNER,PETROL,KA-01,552000,631000,Manual
1088,Renault Duster,RXS 85 PSManual,"Hosur Road, Singasandra, Bengaluru",SUV,2016,Renault,73494,2ND OWNER,DIESEL,KA-05,726000,921000,Manual
1089,Maruti JIMNY,ALPHA ALL GRIP PRO ATAutomatic,Sonnappanahalli,SUV,2023,Maruti,2013,1ST OWNER,PETROL,KA-03,1736000,1736000,Automatic
1090,Mahindra Scorpio,S7Manual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Mahindra,35182,1ST OWNER,DIESEL,KA-34,1626000,1715000,Manual
1091,Nissan Terrano,XL (D)Manual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2014,Nissan,92551,1ST OWNER,DIESEL,KA-04,537000,549000,Manual
1092,Ford Ecosport,1.5 TITANIUM PLATINUM EDITION DIESELManual,"Horamavu Agara Road, Bengaluru",SUV,2017,Ford,71230,1ST OWNER,DIESEL,KA-20,728000,903000,Manual
1093,Ford Ecosport,TREND+ 1.5L DIESELManual,"GT World Mall, Bengaluru",SUV,2018,Ford,36261,3RD OWNER,DIESEL,KA-03,736000,759000,Manual
1094,Volkswagen TAIGUN,TOPLINE 1.0 TSI MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Volkswagen,5356,1ST OWNER,PETROL,KA-03,1566000,1690000,Manual
1095,KIA SONET,GTX PLUS 1.0 IMTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,KIA,49053,1ST OWNER,PETROL,KA-19,1068000,1189000,Manual
1096,KIA CARENS,LUXURY PLUS 1.4 PETROL 7 STRManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,KIA,16047,1ST OWNER,PETROL,KA-05,1713600,1826000,Manual
1097,Renault TRIBER,RXZ AMTAutomatic,Sonnappanahalli,SUV,2020,Renault,42063,1ST OWNER,PETROL,KA-05,700000,733000,Automatic
1098,Hyundai Creta,SX 1.5 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Hyundai,52422,1ST OWNER,PETROL,KA-41,1401000,1475000,Manual
1099,Hyundai VENUE,SX 1.0 TURBOManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Hyundai,46640,2ND OWNER,PETROL,KA-05,925000,1075000,Manual
1100,Maruti Ertiga,VDIManual,Sonnappanahalli,SUV,2013,Maruti,88808,2ND OWNER,DIESEL,KA-01,613000,613000,Manual
1101,Hyundai VENUE,SX (O) 1.5 CRDIManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Hyundai,65976,2ND OWNER,DIESEL,KA-17,1026000,1057000,Manual
1102,Tata Harrier,XZ 2.0L KryotecManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Tata,28315,1ST OWNER,DIESEL,KA-05,1629000,1748000,Manual
1103,Honda WR-V,1.2L I-VTEC S MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Honda,34636,1ST OWNER,PETROL,KA-01,680400,716000,Manual
1104,Ford FREESTYLE,TREND 1.5 DIESELManual,"Bellahalli, Bengaluru",SUV,2018,Ford,87777,2ND OWNER,DIESEL,KA-03,552000,616000,Manual
1105,KIA SELTOS,HTK PLUS 1.5 DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,KIA,11840,2ND OWNER,DIESEL,KA-51,1359000,1465000,Manual
1106,Ford Ecosport,TITANIUM 1.5L PETROLManual,"Bellahalli, Bengaluru",SUV,2018,Ford,35443,2ND OWNER,PETROL,TN-39,714000,855000,Manual
1107,Maruti Vitara Brezza,ZDI PLUS AMTAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2018,Maruti,55927,1ST OWNER,DIESEL,KA-51,970000,1082000,Automatic
1108,Tata NEXON,XM DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Tata,27750,1ST OWNER,DIESEL,KA-03,916000,945000,Manual
1109,Renault Duster,RXZ 1.5 PETROL MTManual,"Hosur Road, Singasandra, Bengaluru",SUV,2020,Renault,20600,2ND OWNER,PETROL,KA-03,950000,1115000,Manual
1110,Maruti S Cross,ZETA 1.3Manual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Maruti,76836,2ND OWNER,DIESEL,KA-05,751000,859000,Manual
1111,KIA SELTOS,HTX 1.5 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,KIA,10845,1ST OWNER,PETROL,KA-05,1458000,1538000,Manual
1112,Renault Duster,RXZ 1.3 TURBO PETROL MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Renault,49139,1ST OWNER,PETROL,KA-59,903000,1115000,Manual
1113,Hyundai VENUE,SX PLUS 1.0 TURBO DCTAutomatic,"GT World Mall, Bengaluru",SUV,2019,Hyundai,95880,1ST OWNER,PETROL,KA-05,962000,1020000,Automatic
