,Car_Model,Type,Location,Car_Body_Type,Model_Year,Brand,Km_Driven,Ownership,Fuel_Type,RTO_Office,Discounted_Car_Price,Baseline_Price,Car_Type,Age_of_Car,Km_Driven_Per_Year,Categorize_Car_Price
418,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,44268,2ND OWNER,PETROL,KA-04,580000,620000,Manual,6,7378,5 lakh-10 lakh
419,Maruti Swift,ZXIManual,"GT World Mall, Bengaluru",HatchBack,2016,Maruti,43946,1ST OWNER,PETROL,KA-51,669000,676000,Manual,7,6278,5 lakh-10 lakh
420,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2014,Hyundai,73975,1ST OWNER,PETROL,KA-02,433000,487000,Manual,9,8219.444444,2.5 lakh-5 lakh
421,Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVTAutomatic,"GT World Mall, Bengaluru",HatchBack,2015,Hyundai,70864,1ST OWNER,PETROL,KA-02,473000,545000,Automatic,8,8858,2.5 lakh-5 lakh
422,Hyundai NEW I20,Asta 1.0 GDI Turbo IMTManual,"Bellahalli, Bengaluru",HatchBack,2020,Hyundai,14949,1ST OWNER,PETROL,KA-05,992000,992000,Manual,3,4983,5 lakh-10 lakh
423,Renault Kiger,RXZ CVT 1.0 TURBO DUAL TONEAutomatic,"Bellahalli, Bengaluru",HatchBack,2021,Renault,14608,1ST OWNER,PETROL,KA-04,947000,1177000,Automatic,2,7304,5 lakh-10 lakh
424,Maruti Swift,VDIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,97871,2ND OWNER,DIESEL,KA-02,441000,504000,Manual,10,9787.1,2.5 lakh-5 lakh
425,Maruti Swift,VXIManual,"GT World Mall, Bengaluru",HatchBack,2015,Maruti,35250,1ST OWNER,PETROL,KA-02,548000,591000,Manual,8,4406.25,5 lakh-10 lakh
426,Maruti Celerio,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2019,Maruti,15356,1ST OWNER,PETROL,KA-01,506000,535000,Manual,4,3839,5 lakh-10 lakh
427,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Bellahalli, Bengaluru",HatchBack,2020,Renault,20248,1ST OWNER,PETROL,KA-04,516000,582000,Automatic,3,6749.333333,5 lakh-10 lakh
428,Renault Kwid,CLIMBER 1.0 (O)Manual,"Bellahalli, Bengaluru",HatchBack,2021,Renault,20023,1ST OWNER,PETROL,KA-14,527000,578000,Manual,2,10011.5,5 lakh-10 lakh
429,Maruti IGNIS,DELTA 1.2 AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,42622,3RD OWNER,PETROL,KA-03,543350,597000,Automatic,6,7103.666667,5 lakh-10 lakh
430,Hyundai i20 Active,1.2 SXManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,43031,1ST OWNER,PETROL,KA-04,714000,788000,Manual,6,7171.833333,5 lakh-10 lakh
431,Renault Kwid,RXT 1.0 (O)Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2019,Renault,26039,1ST OWNER,PETROL,KA-50,423000,463000,Manual,4,6509.75,2.5 lakh-5 lakh
432,Maruti Swift,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2014,Maruti,24700,1ST OWNER,PETROL,KA-03,496000,565000,Manual,9,2744.444444,2.5 lakh-5 lakh
433,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2013,Honda,81100,2ND OWNER,PETROL,KA-51,316000,338000,Manual,10,8110,2.5 lakh-5 lakh
434,Hyundai Elite i20,ASTA 1.2Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Hyundai,53606,1ST OWNER,PETROL,KA-51,665000,683000,Manual,8,6700.75,5 lakh-10 lakh
435,Maruti Celerio,VXI AMTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Maruti,36209,2ND OWNER,PETROL,KA-05,425000,442000,Automatic,8,4526.125,2.5 lakh-5 lakh
436,Maruti Baleno,ZETA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,69310,1ST OWNER,PETROL,KA-05,653000,714000,Manual,7,9901.428571,5 lakh-10 lakh
437,Renault Kwid,CLIMBER 1.0 (O) DUAL TONEManual,"Bellahalli, Bengaluru",HatchBack,2021,Renault,19062,1ST OWNER,PETROL,KA-51,514600,557000,Manual,2,9531,5 lakh-10 lakh
438,Renault Kwid,CLIMBER 1.0Manual,"Bellahalli, Bengaluru",HatchBack,2019,Renault,52231,1ST OWNER,PETROL,KA-13,417000,450000,Manual,4,13057.75,2.5 lakh-5 lakh
439,Hyundai NEW I20,ASTA (O) 1.0 TURBO GDI DCTAutomatic,"Bellahalli, Bengaluru",HatchBack,2021,Hyundai,14951,1ST OWNER,PETROL,KA-05,1087000,1154000,Automatic,2,7475.5,10 lakh-15 lakh
440,Hyundai i10,SPORTZ 1.2 ATAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2013,Hyundai,91279,2ND OWNER,PETROL,KA-03,349000,374000,Automatic,10,9127.9,2.5 lakh-5 lakh
441,Maruti Celerio,VXI AMTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Maruti,76039,2ND OWNER,PETROL,KA-01,416000,452000,Automatic,7,10862.71429,2.5 lakh-5 lakh
442,Tata Tiago,XZ PETROLManual,"Horamavu Agara Road, Bengaluru",HatchBack,2020,Tata,24357,1ST OWNER,PETROL,KA-05,651000,683000,Manual,3,8119,5 lakh-10 lakh
443,Maruti Baleno,DELTA PETROL 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Maruti,76794,1ST OWNER,PETROL,KA-01,630000,641000,Manual,7,10970.57143,5 lakh-10 lakh
444,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2011,Maruti,121403,1ST OWNER,PETROL,KA-51,268000,283000,Manual,12,10116.91667,2.5 lakh-5 lakh
445,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2018,Hyundai,17190,1ST OWNER,PETROL,KA-03,556000,601000,Manual,5,3438,5 lakh-10 lakh
446,Maruti IGNIS,DELTA 1.2 AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Maruti,16202,1ST OWNER,PETROL,KA-03,611000,644000,Automatic,6,2700.333333,5 lakh-10 lakh
447,Honda Brio,S MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2012,Honda,69210,1ST OWNER,PETROL,KA-01,338000,367000,Manual,11,6291.818182,2.5 lakh-5 lakh
448,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,85038,1ST OWNER,PETROL,KA-04,522000,568000,Manual,8,10629.75,5 lakh-10 lakh
449,Maruti Baleno,ALPHA DIESEL 1.3Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Maruti,61263,1ST OWNER,DIESEL,KA-05,749000,799000,Manual,7,8751.857143,5 lakh-10 lakh
450,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2014,Hyundai,124340,2ND OWNER,PETROL,KA-51,363000,436000,Manual,9,13815.55556,2.5 lakh-5 lakh
451,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,12983,1ST OWNER,PETROL,KA-05,753000,785000,Manual,2,6491.5,5 lakh-10 lakh
452,Maruti IGNIS,ZETA 1.2 AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,47488,2ND OWNER,PETROL,KA-04,557000,624000,Automatic,6,7914.666667,5 lakh-10 lakh
453,Maruti Celerio,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Maruti,57521,1ST OWNER,PETROL,KA-42,441000,474000,Manual,8,7190.125,2.5 lakh-5 lakh
454,Honda Jazz,1.2L I-VTEC SVManual,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Honda,56814,1ST OWNER,PETROL,KA-03,538000,568000,Manual,7,8116.285714,5 lakh-10 lakh
455,Honda Jazz,1.2 VX I-VTECHManual,"Bellahalli, Bengaluru",HatchBack,2016,Honda,65072,1ST OWNER,PETROL,KA-01,624000,757000,Manual,7,9296,5 lakh-10 lakh
456,Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVTManual,Sonnappanahalli,HatchBack,2019,Hyundai,27937,1ST OWNER,PETROL,KA-41,652000,702000,Manual,4,6984.25,5 lakh-10 lakh
457,Maruti Baleno,ALPHA 1.2 AGSAutomatic,Sonnappanahalli,HatchBack,2022,Maruti,20973,1ST OWNER,PETROL,KA-03,948000,995000,Automatic,1,20973,5 lakh-10 lakh
458,Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVTManual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Hyundai,65730,2ND OWNER,PETROL,KA-06,524000,567000,Manual,6,10955,5 lakh-10 lakh
459,Maruti Alto,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2021,Maruti,21104,1ST OWNER,PETROL,KA-04,408000,457000,Manual,2,10552,2.5 lakh-5 lakh
460,Hyundai Elite i20,ASTA 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Hyundai,54154,1ST OWNER,PETROL,KA-01,603000,693000,Manual,8,6769.25,5 lakh-10 lakh
461,Renault Kwid,RXL 1.0 AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2021,Renault,23628,1ST OWNER,PETROL,KA-09,515000,538000,Automatic,2,11814,5 lakh-10 lakh
462,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Hyundai,57176,1ST OWNER,PETROL,KA-03,548000,602000,Manual,6,9529.333333,5 lakh-10 lakh
463,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,70067,2ND OWNER,PETROL,KA-13,368000,383000,Manual,8,8758.375,2.5 lakh-5 lakh
464,Maruti Celerio,ZXI AMTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Maruti,99579,2ND OWNER,PETROL,KA-04,397000,469000,Automatic,8,12447.375,2.5 lakh-5 lakh
465,Honda Jazz,1.2L I-VTEC V ATAutomatic,"Bellahalli, Bengaluru",HatchBack,2017,Honda,28117,2ND OWNER,PETROL,KA-02,690000,751000,Automatic,6,4686.166667,5 lakh-10 lakh
466,Hyundai Elite i20,ASTA 1.2Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Hyundai,46431,1ST OWNER,PETROL,KA-51,702300,735000,Manual,7,6633,5 lakh-10 lakh
467,Datsun Redi Go,T(O) 1.0 AMTAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2020,Datsun,4512,1ST OWNER,PETROL,KA-01,521000,521000,Automatic,3,1504,5 lakh-10 lakh
468,Maruti Alto 800,LXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2014,Maruti,29281,1ST OWNER,PETROL,KA-05,280000,327000,Manual,9,3253.444444,2.5 lakh-5 lakh
469,Maruti Baleno,ZETA PETROL 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,49174,1ST OWNER,PETROL,KA-03,695000,714000,Manual,6,8195.666667,5 lakh-10 lakh
470,Hyundai Elite i20,SPORTZ 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,43083,1ST OWNER,PETROL,KA-01,616000,707000,Manual,6,7180.5,5 lakh-10 lakh
471,Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,33623,2ND OWNER,PETROL,KA-04,511000,562000,Manual,6,5603.833333,5 lakh-10 lakh
472,Maruti Baleno,ZETA CVT PETROL 1.2Automatic,"Bellahalli, Bengaluru",HatchBack,2020,Maruti,15123,1ST OWNER,PETROL,KA-03,817000,836000,Automatic,3,5041,5 lakh-10 lakh
473,Renault Kwid,RXT 1.0 (O)Manual,"Bellahalli, Bengaluru",HatchBack,2021,Renault,71306,1ST OWNER,PETROL,KA-02,450000,486000,Manual,2,35653,2.5 lakh-5 lakh
474,Maruti Swift,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2013,Maruti,57770,1ST OWNER,PETROL,KA-05,492000,549000,Manual,10,5777,2.5 lakh-5 lakh
475,Maruti Swift,VXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,70314,1ST OWNER,PETROL,KA-05,625000,698000,Automatic,4,17578.5,5 lakh-10 lakh
476,Renault Kiger,RXZ TURBO CVTAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2021,Renault,7598,1ST OWNER,PETROL,KA-03,966000,1110000,Automatic,2,3799,5 lakh-10 lakh
477,Hyundai Elite i20,SPORTZ 1.2Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Hyundai,62621,1ST OWNER,PETROL,KA-01,662000,701000,Manual,6,10436.83333,5 lakh-10 lakh
478,Maruti Swift,VDI ABSManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,84877,1ST OWNER,DIESEL,KA-01,616000,636000,Manual,8,10609.625,5 lakh-10 lakh
479,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Horamavu Agara Road, Bengaluru",HatchBack,2021,Renault,26755,1ST OWNER,PETROL,KA-19,533000,564000,Automatic,2,13377.5,5 lakh-10 lakh
480,Honda Jazz,1.2L I-VTEC V ATAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Honda,50359,1ST OWNER,PETROL,KA-04,608000,709000,Automatic,6,8393.166667,5 lakh-10 lakh
481,Maruti Alto 800,LXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2014,Maruti,37510,1ST OWNER,PETROL,KA-05,303000,324000,Manual,9,4167.777778,2.5 lakh-5 lakh
482,Renault Kiger,RXZ CVT 1.0 TURBO DUAL TONEAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2021,Renault,21929,2ND OWNER,PETROL,KA-51,895000,1177000,Automatic,2,10964.5,5 lakh-10 lakh
483,Hyundai Elite i20,ASTA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,64235,2ND OWNER,PETROL,KA-53,615000,718000,Manual,6,10705.83333,5 lakh-10 lakh
484,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,Sonnappanahalli,HatchBack,2017,Hyundai,11268,2ND OWNER,PETROL,KA-53,632000,668000,Manual,6,1878,5 lakh-10 lakh
485,Hyundai i20 Active,1.4 SXManual,"Horamavu Agara Road, Bengaluru",HatchBack,2015,Hyundai,68152,1ST OWNER,DIESEL,KA-51,693000,722000,Manual,8,8519,5 lakh-10 lakh
486,Hyundai Elite i20,ASTA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,58715,1ST OWNER,PETROL,KA-51,685000,718000,Manual,7,8387.857143,5 lakh-10 lakh
487,Maruti Swift,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Maruti,28548,1ST OWNER,PETROL,KA-01,676000,688000,Manual,5,5709.6,5 lakh-10 lakh
488,Maruti Swift,VXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2020,Maruti,64086,1ST OWNER,PETROL,KA-04,705000,705000,Automatic,3,21362,5 lakh-10 lakh
489,Hyundai i10,SPORTZ 1.1Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Hyundai,76938,1ST OWNER,PETROL,KA-01,388000,423000,Manual,8,9617.25,2.5 lakh-5 lakh
490,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2018,Hyundai,34780,2ND OWNER,PETROL,KA-04,496000,553000,Manual,5,6956,2.5 lakh-5 lakh
491,Honda Jazz,1.2L I-VTEC S ATAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2016,Honda,60223,2ND OWNER,PETROL,KA-03,552300,623000,Automatic,7,8603.285714,5 lakh-10 lakh
492,Maruti Baleno,ZETA PETROL 1.2Manual,"GT World Mall, Bengaluru",HatchBack,2016,Maruti,39959,1ST OWNER,PETROL,KA-01,694000,714000,Manual,7,5708.428571,5 lakh-10 lakh
493,Maruti Alto 800,VXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,48444,1ST OWNER,PETROL,KA-36,264000,300000,Manual,10,4844.4,2.5 lakh-5 lakh
494,Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVTAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2020,Hyundai,32093,1ST OWNER,PETROL,KA-03,716000,765000,Automatic,3,10697.66667,5 lakh-10 lakh
495,Maruti Alto K10,VXIManual,"Bellahalli, Bengaluru",HatchBack,2010,Maruti,54671,1ST OWNER,PETROL,KA-03,228200,228200,Manual,13,4205.461538,below 2.5 lakh
496,Maruti Celerio,VXI AMTAutomatic,"GT World Mall, Bengaluru",HatchBack,2015,Maruti,33279,1ST OWNER,PETROL,KA-05,460000,484000,Automatic,8,4159.875,2.5 lakh-5 lakh
497,Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2018,Hyundai,53576,1ST OWNER,PETROL,KA-01,594000,680000,Automatic,5,10715.2,5 lakh-10 lakh
498,Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2017,Hyundai,35886,1ST OWNER,PETROL,KA-51,541000,585000,Manual,6,5981,5 lakh-10 lakh
499,Maruti Celerio,VXI AMT (O)Automatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Maruti,66596,1ST OWNER,PETROL,KA-05,450000,486000,Automatic,7,9513.714286,2.5 lakh-5 lakh
500,Maruti Alto K10,VXIManual,"Bellahalli, Bengaluru",HatchBack,2010,Maruti,41987,1ST OWNER,PETROL,KA-25,228650,241000,Manual,13,3229.769231,below 2.5 lakh
501,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2016,Honda,65453,1ST OWNER,PETROL,KA-01,424000,485000,Manual,7,9350.428571,2.5 lakh-5 lakh
502,Honda Brio,S MTManual,"Horamavu Agara Road, Bengaluru",HatchBack,2015,Honda,96198,1ST OWNER,PETROL,KA-04,359000,449000,Manual,8,12024.75,2.5 lakh-5 lakh
503,Maruti Swift,VDIManual,"Bellahalli, Bengaluru",HatchBack,2012,Maruti,98752,2ND OWNER,DIESEL,KA-04,462000,480000,Manual,11,8977.454545,2.5 lakh-5 lakh
504,Maruti Baleno,ZETA PETROL 1.2Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2016,Maruti,36184,2ND OWNER,PETROL,KA-53,714000,714000,Manual,7,5169.142857,5 lakh-10 lakh
505,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2012,Honda,90802,1ST OWNER,PETROL,KA-25,345000,381000,Manual,11,8254.727273,2.5 lakh-5 lakh
506,Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVTAutomatic,"GT World Mall, Bengaluru",HatchBack,2014,Hyundai,105850,2ND OWNER,CNG,KA-53,406000,437000,Automatic,9,11761.11111,2.5 lakh-5 lakh
507,Maruti Alto 800,VXIManual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,28925,2ND OWNER,PETROL,KA-04,315000,355000,Manual,7,4132.142857,2.5 lakh-5 lakh
508,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,21220,1ST OWNER,PETROL,KA-01,527000,567000,Manual,6,3536.666667,5 lakh-10 lakh
509,Hyundai i10,SPORTZ 1.2Manual,Sonnappanahalli,HatchBack,2012,Hyundai,63206,1ST OWNER,PETROL,KA-53,341000,363000,Manual,11,5746,2.5 lakh-5 lakh
510,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2018,Honda,43457,1ST OWNER,PETROL,KA-03,505000,526000,Manual,5,8691.4,5 lakh-10 lakh
511,Maruti Baleno,ZETA PETROL 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,63359,2ND OWNER,PETROL,KA-01,655000,711000,Manual,6,10559.83333,5 lakh-10 lakh
512,Maruti Swift,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,42809,1ST OWNER,PETROL,KA-05,668000,676000,Manual,6,7134.833333,5 lakh-10 lakh
513,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2018,Hyundai,15147,1ST OWNER,PETROL,KA-01,603000,627000,Manual,5,3029.4,5 lakh-10 lakh
514,Maruti Swift,VXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,26007,1ST OWNER,PETROL,KA-68,663000,705000,Automatic,5,5201.4,5 lakh-10 lakh
515,Maruti Swift,VXIManual,"GT World Mall, Bengaluru",HatchBack,2021,Maruti,13058,1ST OWNER,PETROL,KA-04,767000,781000,Manual,2,6529,5 lakh-10 lakh
516,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Bellahalli, Bengaluru",HatchBack,2021,Renault,18707,1ST OWNER,PETROL,KA-55,519000,563000,Automatic,2,9353.5,5 lakh-10 lakh
517,Tata Tiago,XZ PETROLManual,"Bellahalli, Bengaluru",HatchBack,2016,Tata,40150,1ST OWNER,PETROL,KA-05,497000,543000,Manual,7,5735.714286,2.5 lakh-5 lakh
518,Maruti Alto 800,LXIManual,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,47619,2ND OWNER,PETROL,KA-03,328000,346000,Manual,6,7936.5,2.5 lakh-5 lakh
519,Maruti Celerio,ZXI (O)Manual,"GT World Mall, Bengaluru",HatchBack,2018,Maruti,37270,2ND OWNER,PETROL,KA-40,511250,544000,Manual,5,7454,5 lakh-10 lakh
520,Hyundai NEW SANTRO,SPORTZ MTManual,"Bellahalli, Bengaluru",HatchBack,2019,Hyundai,25607,1ST OWNER,PETROL,KA-53,527000,572000,Manual,4,6401.75,5 lakh-10 lakh
521,Honda Jazz,1.2L I-VTEC VManual,"GT World Mall, Bengaluru",HatchBack,2016,Honda,90773,2ND OWNER,PETROL,KA-05,555000,613000,Manual,7,12967.57143,5 lakh-10 lakh
522,Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,23513,2ND OWNER,PETROL,KA-02,530000,582000,Manual,6,3918.833333,5 lakh-10 lakh
523,Maruti Baleno,DELTA CVT PETROL 1.2Automatic,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,39481,2ND OWNER,PETROL,KA-03,722000,758000,Automatic,6,6580.166667,5 lakh-10 lakh
524,Maruti S PRESSO,VXI+Manual,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,51395,1ST OWNER,PETROL,KA-42,426000,503000,Manual,4,12848.75,2.5 lakh-5 lakh
525,Honda Jazz,1.2L I-VTEC VManual,"Bellahalli, Bengaluru",HatchBack,2017,Honda,40073,2ND OWNER,PETROL,KA-03,615000,726000,Manual,6,6678.833333,5 lakh-10 lakh
526,Maruti Baleno,DELTA CVT PETROL 1.2Automatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2017,Maruti,55127,1ST OWNER,PETROL,KA-03,650000,676000,Automatic,6,9187.833333,5 lakh-10 lakh
527,Maruti Baleno,ZETA PETROL 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2019,Maruti,34526,1ST OWNER,PETROL,KA-06,764000,816000,Manual,4,8631.5,5 lakh-10 lakh
528,Maruti Baleno,DELTA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,50318,1ST OWNER,PETROL,KA-05,612000,641000,Manual,7,7188.285714,5 lakh-10 lakh
529,Maruti Swift,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2014,Maruti,68306,1ST OWNER,PETROL,KA-03,471000,540000,Manual,9,7589.555556,2.5 lakh-5 lakh
530,Maruti Baleno,ZETA CVT PETROL 1.2Automatic,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,6930,1ST OWNER,PETROL,KA-53,885000,896000,Automatic,2,3465,5 lakh-10 lakh
531,Maruti Baleno,ZETA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,44253,2ND OWNER,PETROL,KA-53,621000,698000,Manual,7,6321.857143,5 lakh-10 lakh
532,Maruti Wagon R 1.0,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Maruti,58659,1ST OWNER,PETROL,KA-52,457000,463000,Manual,6,9776.5,2.5 lakh-5 lakh
533,Honda Jazz,1.2 V ATAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Honda,70602,1ST OWNER,PETROL,KA-02,619000,707000,Automatic,6,11767,5 lakh-10 lakh
534,Hyundai NEW SANTRO,SPORTZ AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2019,Hyundai,31158,1ST OWNER,PETROL,KA-02,561000,593000,Automatic,4,7789.5,5 lakh-10 lakh
535,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,76485,1ST OWNER,PETROL,KA-53,517000,577000,Manual,8,9560.625,5 lakh-10 lakh
536,Maruti Celerio,ZXI AMT (O)Automatic,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Maruti,34801,1ST OWNER,PETROL,KA-05,517000,566000,Automatic,6,5800.166667,5 lakh-10 lakh
537,Hyundai i20,ASTA 1.2Manual,Sonnappanahalli,HatchBack,2013,Hyundai,40344,1ST OWNER,PETROL,KA-03,479000,506000,Manual,10,4034.4,2.5 lakh-5 lakh
538,Hyundai i20 Active,1.2 SXManual,"GT World Mall, Bengaluru",HatchBack,2019,Hyundai,15347,1ST OWNER,PETROL,KA-03,820000,820000,Manual,4,3836.75,5 lakh-10 lakh
539,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,29905,1ST OWNER,PETROL,KA-59,730000,758000,Manual,2,14952.5,5 lakh-10 lakh
540,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2018,Hyundai,34090,1ST OWNER,PETROL,KA-01,569000,613000,Manual,5,6818,5 lakh-10 lakh
541,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,14089,1ST OWNER,PETROL,KA-02,737000,785000,Manual,2,7044.5,5 lakh-10 lakh
542,Honda Jazz,1.2L I-VTEC V ATAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Honda,69054,1ST OWNER,PETROL,KA-05,616000,705000,Automatic,6,11509,5 lakh-10 lakh
543,Maruti Alto K10,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Maruti,29094,1ST OWNER,PETROL,KA-09,369000,411000,Manual,6,4849,2.5 lakh-5 lakh
544,Maruti Celerio,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Maruti,32112,2ND OWNER,PETROL,KA-04,491000,527000,Manual,5,6422.4,2.5 lakh-5 lakh
